U+4ED6	他	1	1	3	タ	ほか	5	8	亻 (にんべん)	亻也	也佗它怹馱汏𥅂	她牠							other, another; he, she, it	タ ほか	TA	HOKA	tā	taa1	타:0E	THA	tha	他人 他社 他者 他国 他方 他人事 他所 他県 他店 他界 自他 他校 他力 他局 他家 他意 他院 他市 他行 他車 他科 他流 他言 他紙 他大 他馬 他動 他面 他船 他日 他区 他事 他聞 他州 他犬 他書 他所者 他物 他門 他生 対他 他村 他用 他部 他出 他見 他化 他山 他業 他感 他品 他年	他人 他社 他者 他国 他方 他人事 他所 他県 他店 他界 自他 他校 他大学 他力 他局 他家 他意 他院 他市 他行 他車 他科 他流 他言 他紙 他大 他馬 他部門 他事業 他動 他面 他船 他日 他区 他社様 他事 他聞 他州 他犬 他書 他所者 他物 他門 他生 対他 他村 他用 他部 他出 他見 他事業所 他化 他山 他業 他感 他品 他年	他人 他社 他国 他方 他店 自他 他校 他力 他家 他市 他行 他車 他科 他言 他紙 他大 他馬 他船 他日 他聞 他犬 他書 他門 他生 他村 他用 他出 他見 他山 他年 他大学
U+4ED7	仗	1	2	12	ジョウ チョウ	よる	5	8	亻 (にんべん)	亻丈									rely upon; protector; fight; war, weaponry	ジョウ チョウ よる	JOU	YORU MAMORI TSUWAMONO	zhàng	zoeng6	장:0N	CANG	trượng	儀仗	儀仗 儀仗兵	儀仗 儀仗兵
U+4ED8	付	1	1	4	フ	つ-ける つ-く	5	8	亻 (にんべん)	亻寸	孚袝附傅仅副咐								give, deliver, pay, hand over; entrust	フ つける つく あたえる	FU	TSUKERU ATAERU TSUKU	fù	fu6	부:0E	PWU	phó	付け 付き 受付 付近 交付 受け付け 日付 付ける 取り付け 付き合い 給付 付く 送付 付加 味付け 付着 気付く 名付け 気付き 取付 着付け 付録 日付け 原付 付け加え 取付け 付け根 申し付け 気付け 植え付け 外付け 受付け 付帯 買い付け 配付 番付 買付 近付く 絵付け 付記 後付け 関連付け 買付け 口付け 結び付け 焼き付け 付き人 付けたり 付け足し 色付き 根付 作付け 手付 作付 付す 付する 引き付け 打ち付け 取り付き 思い付き 火付け 近付き 付け合せ 色付け 付け合わせ 付き物 病み付き 後付 目付 根付く 書付 横付け 植付け 肉付き 付議 手付き 目付き 気付 付合い 名付ける 根付け 結び付き さん付け 顔付き 見付ける 肉付け 焼付け 重み付け 見付 付け所 先付 香り付け 絵付 目付け 先付け 付表 回付 焼付 利付 近付ける 付言 付け下げ 焼き付き 植付 食い付き 行き付け 見付かる くぎ付け ひも付き 書き付け 取っ付き 付け直し 付下げ 付きっきり 心付け 口付ける 追い付き 手付け 色付く 付きもの 付けれる 付け心地 度付き 返付 下付 札付き 気付ける 原付き 向付 付根 付図 極め付け 名付 言い付け 役付 火付 付点 足付き しがみ付く 作り付け 取付き 極め付き 付きっ切り 付番 重ね付け 門付け ふた付き 売り付け のり付け 発付 付け出し くっ付く ろう付け 付せん 売付 打って付け 君付け 組付 立て付け 当て付け 顔付 体付き 言付け 付け外し 付け人 付置 付合 受け付 引付 頭付き 付きあい 上付き 付けエサ 家付き 付け毛 こじ付け 役付き 口付き 付城 仕付け 建て付け 付る 点付け 角付け くっ付ける 付利 付会 焼き付 極付 付け焼き こびり付く 印付け 仕付け糸 前付け 転付 付人 建付 火付き 付け帯 門付 落ち付き 利付き 人付き 付け回し 付けダレ 人付 心付 付け文 追っ付け 付章 付和 地付き 付け柱 肉付 べた付く 生まれ付き 力付ける 付注 え付け 付け火 帳付 言付ける 気付かす 付き馬 付け目 かぶり付き 引付け 書付け 付回し 面付き 付け鼻 縄付き 積付け 積付 魚付 節付け 付けひげ 付票 前付 向付け 心付く 落付き 付子 言付かる 仕付ける 付けかえ 付け木 形付け 付曲	受付 付近 交付 日付 給付 送付 受付中 付加 付着 取付 付録 給付金 交付金 原付 朝食付 付帯 配付 番付 買付 送付先 付記 根付 手付 作付 手付金 後付 目付 同日付 書付 付議 気付 受付日 見付 先付 絵付 付表 回付 焼付 利付 付言 植付 返付 下付 大目付 向付 付根 付図 名付 役付 火付 付点 目付役 付番 発付 売付 組付 顔付 付置 付合 受付印 引付 付城 交付日 付利 付会 極付 転付 付人 建付 門付 送付物 人付 心付 付章 付和 肉付 付注 先日付 帳付 積付 魚付 名付親 付票 前付 仕付糸 付子 付曲	付け 付き 受付 付近 交付 受け付け 日付 付ける 取り付け 付き合い 付く 送付 味付け 付着 気付く 名付け 気付き 取付 着付け 日付け 原付 取付け 付け根 申し付け 気付け 植え付け 外付け 受付け 買い付け 配付 番付 買付 近付く 絵付け 付記 後付け 買付け 口付け 付き人 付けたり 付け足し 色付き 根付 作付け 手付 作付 付す 付する 引き付け 打ち付け 取り付き 思い付き 火付け 近付き 付け合せ 色付け 付け合わせ 付き物 病み付き 後付 目付 根付く 書付 横付け 植付け 肉付き 手付き 目付き 気付 付合い 名付ける 根付け さん付け 顔付き 見付ける 肉付け 重み付け 見付 付け所 先付 絵付 目付け 先付け 付表 回付 近付ける 付言 付け下げ 植付 食い付き 行き付け 見付かる くぎ付け ひも付き 書き付け 取っ付き 付け直し 付下げ 付きっきり 心付け 口付ける 追い付き 手付け 色付く 付きもの 付けれる 付け心地 度付き 返付 下付 気付ける 原付き 向付 付根 付図 名付 言い付け 役付 火付 付点 足付き しがみ付く 作り付け 取付き 付きっ切り 付番 重ね付け 門付け ふた付き 売り付け のり付け 発付 付け出し くっ付く ろう付け 付せん 売付 打って付け 君付け 組付 立て付け 当て付け 顔付 体付き 言付け 付け外し 付け人 付合 受け付 引付 頭付き 付きあい 上付き 付けエサ 家付き 付け毛 こじ付け 役付き 口付き 仕付け 付る 点付け 角付け くっ付ける 付会 こびり付く 仕付け糸 前付け 転付 付人 火付き 門付 落ち付き 人付き 付け回し 付けダレ 人付 心付 付け文 追っ付け 付章 付和 地付き 付け柱 肉付 べた付く 生まれ付き 力付ける 付注 え付け 付け火 帳付 言付ける 気付かす 付き馬 付け目 かぶり付き 引付け 書付け 付回し 面付き 付け鼻 魚付 付けひげ 前付 向付け 心付く 落付き 付子 言付かる 仕付ける 付けかえ 付け木 形付け 付曲 受付中 交付金 朝食付 送付先 手付金 同日付 受付日 大目付 目付役 交付日 送付物 先日付 名付親 仕付糸
U+4ED9	仙	1	1	9	セン		5	8	亻 (にんべん)	亻山	僊佡𠇈𠏓仚𠎣僲𠏡𠑣𠑗屳鮮	僊		僊					Taoist super-being, transcendent, immortal	セン セント	SEN	SENNIN SENTO	xiān	sin1	선:0E	SEN	tiên	仙人 水仙 仙石 神仙 仙骨 歌仙 銘仙 仙女 仙腸 仙洞 仙境 仙郷 仙術 仙界 酒仙 仙薬 仙人掌 女仙 詩仙 仙丹 仙翁 遊仙 仙花 画仙 登仙 花仙 仙籍 列仙 仙人草 仙髄 聖仙 仙客 邪仙	仙人 水仙 仙石 神仙 仙骨 歌仙 銘仙 仙女 仙腸 仙洞 仙境 仙郷 仙術 画仙紙 仙界 酒仙 仙薬 仙人掌 女仙 詩仙 仙丹 仙翁 遊仙 仙花 画仙 登仙 花仙 仙籍 列仙 仙人草 仙髄 聖仙 仙客 仙花紙 邪仙	仙人 水仙 仙石 神仙 仙骨 歌仙 仙女 仙腸 仙境 仙郷 仙術 仙界 酒仙 仙薬 仙人掌 女仙 詩仙 仙丹 遊仙 仙花 画仙 登仙 花仙 仙籍 列仙 仙人草 仙髄 聖仙 仙客 邪仙 画仙紙 仙花紙
U+4EDA	仚	1	4	0	ケン		5	8	𠆢 (ひとがしら ひとやね ひとかんむり)	人山	屳仙企								to fly	ケン	KEN	TOBU	xiān	hin1		HEN				
U+4EDB	仛	1	0	0	タ タク ダク		5	8	亻 (にんべん)	亻乇	侂姹多度徒托秃圡奼								young girl; strange, different	タ タク ダク	TA TAKU	OTOME YORU	tuō	tok3		CHA THAK				
U+4EDC	仜	1	0	0	コウ グ		5	8	亻 (にんべん)	亻工	仕偙									コウ グ	KOU DA		hóng	hung4						
U+4EDD	仝	1	0	0	ドウ	おなじ くりかえし	5	8	𠆢 (ひとがしら ひとやね ひとかんむり)	人工 亼丄	同㒰𠚤全	同							together, same; surname	ドウ おなじ くりかえし	DOU	ONAJI	tóng	tung4	동:0N	TONG	đồng			
U+4EDE	仞	1	2	12	ジン		5	8	亻 (にんべん)	亻刃	仁刃牣認韌忍軔仭								ancient unit of measure (8 feet); 'fathom'	ジン	JIN	HAKARU	rèn	jan6	인:1N	IN		九仞 千仞	九仞 千仞	九仞 千仞
U+4EDF	仟	1	2	12	セン	かしら	5	8	亻 (にんべん)	亻千	阡千仠	千阡		千					one thousand; leader of one thousand men	セン かしら	SEN	KASHIRA	qiān	cin1	천:0N	CHEN				
U+4EE0	仠	1	0	0	カン ガン		5	8	亻 (にんべん)	亻干	捍仟									カン ガン	KAN GAN	SOKONAU	gǎn	gon2						
U+4EE1	仡	1	3	0	キツ ギツ ゴツ	いさましい	5	8	亻 (にんべん)	亻乞	㐹𦨉扢								strong; valiant	キツ ギツ ゴツ いさましい	KITSU KOCHI GOCHI	ISAMASHII	gē	ngat6	흘:1N	HUL				
U+4EE2	仢	1	0	0	ハク バク シャク ジャク テキ		5	8	亻 (にんべん)	亻勺	彴									ハク バク シャク ジャク テキ	HAKU BAKU SHAKU	MARUKIBASHI	bó	bok6		CAK				
U+4EE3	代	1	1	3	ダイ タイ	か-わる か-える よ しろ	5	8	亻 (にんべん)	亻弋	帒待抬								replace, replacement (of person or generation); era, generation	ダイ タイ かわる かえる よ しろ	DAI TAI	KAWARU YO SHIRO	dài	doi6	대:0E	TAY	đại	時代 代表 年代 世代 代わり 代金 近代 古代 代理 交代 代行 代引き 千代 代わる 代え 先代 代用 代物 代打 一代 神代 身代わり 次代 代引 代り 代役 代数 代入 代休 万代 当代 代車 代える 地代 場代 上代 代走 代筆 名代 バイト代 宿代 後代 漢代 薬代 飲み代 車代 手代 代書 代かき 全人代 代決 代わる代わる 事代 月代 花代 百代 代品 代読 形代 酒代 パケ代 雪代 親代わり 前代 身代 身代り 代る 元代 王代 本代 代作 茶代 足代 入れ代わり 代言 目代 米代 紙代 代われる 船代 代人 間代 昭代 足代わり 代返 代代 立ち代わり 重代 代地 今代 玉代 月代わり 下代 油代 代船 代はり 馬代 代だい 代る代る 生まれ代わり 代わるがわる 手代わり 代がわり 代八 町代 身の代 親代り	時代 代表 年代 世代 代金 近代 古代 代理 交代 代行 代理店 次世代 代表者 代理人 千代 近代化 代表作 先代 代用 代物 代打 電気代 同世代 一代 同年代 神代 次代 代引 新世代 代役 代数 代入 代休 万代 当代 食事代 身代金 代車 地代 場代 上代 電話代 代表曲 代走 代筆 名代 代用品 水道代 前近代 時代物 宿代 後代 年代記 昼食代 高速代 代理業 漢代 飲食代 薬代 代行者 車代 手代 代書 全人代 代決 代理母 千代紙 親世代 事代 月代 花代 百代 中生代 代品 代読 代行業 形代 酒代 古生代 部屋代 定期代 雪代 代数学 新生代 前代 身代 大時代 元代 電車代 王代 本代 代書屋 代作 切手代 茶代 代休日 足代 場所代 近代詩 代言 目代 全世代 交代式 病院代 米代 紙代 古代学 工事代 船代 代人 間代 昭代 代行人 子世代 代行屋 代返 代代 代用食 重代 下宿代 代言人 代書人 代地 今代 夕食代 洋服代 朝食代 玉代 原生代 下代 油代 手間代 時代色 代船 時代相 代理商 中世代 作業代 馬代 代用物 古代湖 代八 町代 入院代	時代 年代 代わり 代金 近代 古代 代理 交代 代行 代引き 千代 代わる 代え 先代 代用 一代 代引 代り 代数 代入 代休 万代 当代 代車 代える 地代 場代 上代 代走 名代 バイト代 後代 車代 手代 代書 代かき 月代 花代 百代 代読 形代 パケ代 雪代 親代わり 前代 代る 元代 王代 本代 代作 茶代 足代 入れ代わり 代言 目代 米代 紙代 代われる 船代 代人 間代 足代わり 立ち代わり 代地 今代 玉代 月代わり 下代 代船 代はり 馬代 代だい 生まれ代わり 代わるがわる 手代わり 代がわり 代八 町代 親代り 代理店 代理人 電気代 同年代 電話代 水道代 前近代 年代記 昼食代 代理母 千代紙 中生代 古生代 代数学 新生代 大時代 電車代 切手代 代休日 古代学 代行人 代用食 代言人 代書人 夕食代 朝食代 原生代 手間代 時代色
U+4EE4	令	1	1	4	レイ		5	8	𠆢 (ひとがしら ひとやね ひとかんむり)	亽龴 亼龴 人𪜁 人丶龴 亽卩 亼卩 亼𰆊	伶泠𨠎霝靈聆另坽粦𫇖								command, order; 'commandant', magistrate; allow, cause	レイ おさ しむ	REI RYOU	IITSUKE OSA	lìng	ling6	령:0E 영:0	LYENG	lệnh	命令 法令 司令 省令 指令 発令 訓令 号令 辞令 府令 年令 伝令 軍令 県令 新令 同令 令書 令名 令達 家令 令息 令下 使令 下令 初令 教令 月令 令外 令室 令法 令する 令弟 令兄 王令 受令 老令 令孫	命令 法令 司令 省令 指令 司令官 発令 司令部 訓令 号令 辞令 府令 年令 伝令 軍令 県令 新令 同令 軍令部 命令形 令書 命令者 令名 学校令 令達 大学令 令夫人 家令 令息 令下 使令 下令 教育令 初令 辞令書 教令 月令 令外 令室 令法 令弟 令兄 王令 発令日 受令 老令 令孫	命令 指令 発令 号令 年令 県令 新令 同令 令書 令名 家令 令息 令下 使令 下令 教令 月令 令外 令室 令する 令弟 令兄 王令 受令 命令形 命令者 学校令 大学令 教育令 発令日
U+4EE5	以	1	1	4	イ		5	8	人 (ひと)	𠄌丶人	㕥㠯已似𠙋亦叱	㠯							by means of; thereby, therefore; consider as; in order to	イ シ ジ おもう すでに はなはだ ひきいる もちいる もって ゆえに	I	OMOU YUENI MOTTE	yǐ	ji5	이:0E	I		以上 以下 以外 以前 以内 以来 以後 所以 以南 以北 以て 以西 以東 以遠 以深 以ての外 以浅 以心	以上 以下 以外 以前 以内 以来 以後 所以 以南 以北 以西 以東 以遠 以深 以浅 以心	以上 以下 以外 以前 以内 以来 以後 所以 以南 以北 以て 以西 以東 以遠 以深 以ての外 以心
U+4EE6	仦	1	0	0			5	8	亻 (にんべん)	亻小	仯伲妮嬑小滞												chào	caau3						
U+4EE7	仧	1	0	0	チョウ		5	8	人 (ひと)	⺊𠆣 上人	長									チョウ			cháng	coeng4						
U+4EE8	仨	1	0	0	サ		5	8	亻 (にんべん)	亻三	𠫽								(coll.) three (cannot be followed by a measure word)	サ	SA		sā	saam1						
U+4EE9	仩	1	0	0			5	8	亻 (にんべん)	亻上													cháng	coeng4						
U+4EEA	仪	1	0	0			5	8	亻 (にんべん)	亻义	儀𢯕				𮯷	儀			ceremony, rites gifts; admire				yí	ji4						
U+4EEB	仫	1	4	0	ムー		5	8	亻 (にんべん)	亻么	狇								tribe	ムー			mù	muk6						
U+4EEC	们	1	0	0			5	8	亻 (にんべん)	亻门	們					們			adjunct pronoun indicate plural				men	mun4						
U+4EED	仭	1	2	12	ジン ニン	ひろ	5	8	亻 (にんべん)	亻刄	仞								ancient unit of measure (8 feet); 'fathom'	ジン ニン ひろ	JIN	HAKARU	rèn	jan6		IN				
U+4EEE	仮	1	1	5	カ ケ	かり	6	8	亻 (にんべん)	亻反	反假								falsehood, deception; vacation	カ ケ カク ハン かり かりに かりる	KA KE	KARI KARIRU KARINI	fǎn	faan2	가:1	KA PAN		仮面 仮想 仮定 仮説 仮名 仮設 平仮名 仮題 仮性 仮病 読み仮名 仮死 仮屋 仮止め 仮歯 仮組み 仮り 仮令 仮初 仮橋 仮借 仮構 仮植 仮象 ふり仮名 仮歌 仮名書き 仮数 仮名交じり 仮宮 仮名序 仮親 新仮名 仮の世 仮名づかい 仮駅 仮名書 仮留め 仮植え 草仮名 仮言 仮受 仮根 仮現 仮字 仮焼 仮足 仮す	仮面 仮想 仮定 仮説 仮名 仮設 仮想化 平仮名 仮題 仮性 仮病 仮死 仮屋 仮想的 仮登記 仮歯 仮定法 仮令 仮出所 仮初 仮橋 仮借 仮構 仮植 仮象 仮歌 仮数 仮宮 仮名序 仮親 新仮名 仮駅 仮名書 草仮名 仮受金 仮議長 仮言 仮投票 仮定形 仮受 仮調印 仮根 仮現 仮字 仮想水 仮分数 仮名文 仮焼 仮政府 仮足 仮命令	仮面 仮想 仮定 仮説 仮名 平仮名 仮題 仮病 読み仮名 仮死 仮屋 仮止め 仮歯 仮組み 仮り 仮令 仮初 仮橋 仮借 仮植 ふり仮名 仮歌 仮名書き 仮数 仮名交じり 仮宮 仮親 新仮名 仮の世 仮名づかい 仮駅 仮名書 仮植え 草仮名 仮言 仮受 仮根 仮字 仮焼 仮足 仮す 仮想化 仮想的 仮登記 仮定法 仮出所 仮受金 仮議長 仮投票 仮定形 仮調印 仮想水 仮分数 仮名文 仮命令
U+4EEF	仯	1	0	0	ソウ ショウ ビョウ ミョウ		6	8	亻 (にんべん)	亻少	仦									ソウ ショウ ビョウ ミョウ	SOU SHOU BYOU MYOU	SAISAMA	chào	caau3						
U+4EF0	仰	1	1	7	ギョウ コウ	あお-ぐ おお-せ	6	8	亻 (にんべん)	亻卬	佒卬昂𪡝𢓋								raise the head to look; look up to, rely on, admire	ギョウ コウ ゴウ あおぐ おおせ あおる	GYOU KOU	AOGU OOSE AORU	yǎng	joeng5	앙:0E	ANG	ngưỡng	信仰 仰る 仰向け 仰天 仰せ 仰ぐ 大仰 仰角 仰山 仰け反る 仰仰しい 仰ぎょうしい 仰向き 仰げる 仰言る 仰せ言 仰向く 仰ける 仰望 景仰 仰向ける	信仰 仰天 信仰心 大仰 仰角 仰山 仰望 景仰	信仰 仰る 仰向け 仰天 仰せ 仰ぐ 大仰 仰角 仰山 仰け反る 仰ぎょうしい 仰向き 仰げる 仰言る 仰せ言 仰向く 仰ける 仰望 景仰 仰向ける 信仰心
U+4EF1	仱	1	4	0	ケン ゲン キョウ キン ゴン		6	8	亻 (にんべん)	亻今	矜									ケン ゲン キョウ キン ゴン	KEN GEN KYOU KIN GON	HOKORU TSUTSUSHIMU	qián	kim4						
U+4EF2	仲	1	1	4	チュウ	なか	6	8	亻 (にんべん)	亻中	中狆								middle brother; go between, mediator; surname	チュウ なか	CHUU	NAKA	zhòng	zung6	중:0E	CWUNG		仲間 仲良く 仲良し 仲直り 仲人 不仲 仲見世 仲よく 仲よし 仲秋 仲立ち 仲買 仲たがい 仲入り 仲立 仲むつまじい 仲店 仲春 仲好し 仲子 仲仕 仲夏 沖仲仕 仲直 仲冬 仲買い	仲間 仲間達 仲間内 仲人 不仲 仲見世 仲買人 仲秋 仲買 仲立 仲店 仲春 仲子 仲仕 仲夏 沖仲仕 仲直 仲冬 仲人口	仲間 仲直り 仲人 仲見世 仲よく 仲よし 仲秋 仲立ち 仲買 仲たがい 仲入り 仲立 仲むつまじい 仲店 仲春 仲子 仲仕 仲夏 仲直 仲冬 仲買い 仲間内 仲買人 仲人口
U+4EF3	仳	1	0	0	ヒ ビ		6	8	亻 (にんべん)	亻比	比𤿌			丕					separate, part company	ヒ ビ	HI BI	WAKARERU	pǐ	pei2	비:1N	PI				
U+4EF4	仴	1	0	0	ガツ ガチ		6	8	亻 (にんべん)	亻月										ガツ ガチ	GATSU GACHI		wò	wut6						
U+4EF5	仵	1	4	0	ゴ		6	8	亻 (にんべん)	亻午	午啎忤								similar	ゴ	KO GO	ATARU AETE SAKARAU ONAJI	wǔ	ng5	오:1N	O				
U+4EF6	件	1	1	5	ケン		6	8	亻 (にんべん)	亻牛	侔								numerary adjunct for article; matter	ケン くだり くだん	KEN	KUDARI KUDAN	jiàn	gin6	건:0E	KEN	kiện	物件 条件 事件 本件 件数 要件 案件 人件 件名 用件 別件 立件 全件 前件 後件 文件 雑件 件り 両件	物件 条件 事件 本件 件数 要件 案件 人件 人件費 無条件 件名 用件 大事件 別件 立件 全件 好条件 事件後 悪条件 事件性 条件面 条件式 事件化 条件文 前件 後件 文件 雑件 条件法 両件	物件 事件 本件 件数 要件 案件 人件 件名 用件 別件 立件 全件 前件 後件 文件 件り 両件 大事件 事件後 事件化
U+4EF7	价	1	2	12	カイ		6	8	亻 (にんべん)	亻介	價介𠇴㑘					價			price, value	カイ	KAI	YOI OOKII TSUKAI	jià	gaai3	개:0N	KAY	giá			
U+4EF8	仸	1	0	0	ヨウ		6	8	亻 (にんべん)	亻夭	佛伆勿								bent, distorted, crooked; feeble	ヨウ			yǎo	jiu2						
U+4EF9	仹	1	0	0	フウ		6	8	亻 (にんべん)	亻丰	㒥丰									フウ			fēng	fung1						
U+4EFA	仺	1	0	0	ソウ		5	8	𠆢 (ひとがしら ひとやね ひとかんむり)	人𰀄	倉									ソウ			cāng	cong1						
U+4EFB	任	1	1	5	ニン	まか-せる まか-す	6	8	亻 (にんべん)	亻壬	仼紝𢓩妊賃	仼							trust to, rely on, appoint; to bear, duty, office; allow	ニン ジン まかせる まかす たえる になう	NIN	MAKASERU NINAU TAERU	rèn	jam6	임:0E	IM	nhậm	責任 任せ 任意 任務 主任 辞任 任命 任期 委任 選任 常任 任せる 解任 後任 歴任 任用 着任 初任 前任 新任 在任 一任 再任 信任 適任 人任せ 放任 任官 力任せ 受任 留任 転任 特任 任地 任す 先任 他人任せ 現任 残任 大任 運任せ 任ずる 自任 帰任 出任せ 分任 重任 任国 親任 任天 任じる 風任せ 任ず 任脈 で任せ 勢い任せ あなた任せ 親任せ 独任	責任 任意 責任者 任務 主任 辞任 任命 任期 無責任 委任 選任 常任 解任 後任 責任感 歴任 主任者 任用 着任 委任状 初任 前任 新任 在任 一任 初任給 再任 不信任 信任 適任 前任者 放任 任官 在任中 受任 留任 転任 再任用 全責任 特任 任期中 任期制 任地 適任者 先任 後任者 副主任 現任 残任 大任 自任 帰任 分任 重任 任国 親任 信任状 任天 初任科 任脈 不適任 無任所 判任官 独任 親任官	任せ 任意 主任 辞任 任命 任期 委任 選任 任せる 後任 任用 着任 初任 前任 新任 一任 信任 人任せ 放任 任官 力任せ 受任 転任 特任 任地 任す 先任 他人任せ 残任 大任 運任せ 任ずる 自任 帰任 出任せ 分任 重任 任国 親任 任天 任じる 風任せ 任ず で任せ あなた任せ 親任せ 主任者 初任給 不信任 前任者 任期中 後任者 副主任 初任科 無任所 親任官
U+4EFC	仼	1	0	0	ゴウ キョウ コウ	あわただしい	6	8	亻 (にんべん)	亻王	任俇彺	任							trust to, rely on, appoint; to bear, duty, office; allow	ゴウ キョウ コウ あわただしい	KYOU		wáng	wong4						
U+4EFD	份	1	3	0	ヒン フン		6	8	亻 (にんべん)	亻分	邠彬分斌			分					portion, part; duty	ヒン フン	HIN FUN	AKIRAKA URUWASHII	fèn	fan6	빈:N	PIN	phần			
U+4EFE	仾	1	0	0	テイ		6	8	亻 (にんべん)	亻互	低	低							to hang or bow the head, to droop, to lower; low, beneath	テイ	TEI HIKUI	HIKUMERU HIKUMARU	dī	dai1						
U+4EFF	仿	1	3	0	ホウ ボウ	ならう	6	8	亻 (にんべん)	亻方	倣髣彷㑂㧍眆𩬝𩲠	倣							imitate, copy; as if	ホウ ボウ ならう	HOU BOU	SAMAYOU NARAU KURABERU	fǎng	fong2	방:1N	PANG	phảng			
U+4F00	伀	1	4	0	ショウ シュ		6	8	亻 (にんべん)	亻公		彸							excited	ショウ シュ	SHOU SHU	OOYAKE OSORERU	zhōng	zung1	종:1N	CONG				
U+4F01	企	1	1	8	キ	くわだ-てる	6	8	𠆢 (ひとがしら ひとやね ひとかんむり)	人止	跂𠈮𨀣𧾺𧿍仚								plan a project; stand on tiptoe	キ くわだてる	KI	KUWADATERU KUWADATE	qǐ	kei5	기:0E	KI	xí	企業 企画 企て 企み 企む 企図 企てる 投企 悪企み	企業 企画 大企業 企画展 各企業 企業名 企業内 企画書 企業家 企業間 企業者 企画部 企画課 企図 企画力 私企業 小企業 企業化 他企業 企業庁 企業型 公企業 中企業 企画職 投企	企業 企画 企て 企み 企む 企図 企てる 投企 悪企み 大企業 企画展 各企業 企業名 企業内 企画書 企業家 企業間 企業者 企画部 企画課 企画力 私企業 小企業 企業化 他企業 企業庁 企業型 公企業 中企業 企画職
U+4F02	伂	1	0	0	ハイ		6	8	亻 (にんべん)	亻巿 亻市	沛									ハイ	HAI		pèi	pui3						
U+4F03	伃	1	3	0	ヨ		6	8	亻 (にんべん)	亻予	𠇐妤	妤							handsome	ヨ	YO	UTSUKUSHII	yú	jyu4	여:N	YE				
U+4F04	伄	1	0	0	チョウ		6	8	亻 (にんべん)	亻弔										チョウ	CHOU		diào	diu3						
U+4F05	伅	1	0	0	トン ドン		6	8	亻 (にんべん)	亻屯										トン ドン	TON DON		dùn			TON				
U+4F06	伆	1	0	0	ブン モン ブツ モチ		6	8	亻 (にんべん)	亻勿	仸俳倵勿娬									ブン モン ブツ モチ			wù	mat6						
U+4F07	伇	1	0	0	エキ ヤク		6	8	亻 (にんべん)	亻殳	役									エキ ヤク	EKI YAKU		yì	jik6		YEK				
U+4F08	伈	1	0	0	シン		6	8	亻 (にんべん)	亻心	懔								nervous, fearful	シン	SHIN	OSORERU	xǐn	sam2		SIM CHIM				
U+4F09	伉	1	2	12	コウ	たぐい ならぶ	6	8	亻 (にんべん)	亻亢	亢抗								compare, match; pair; spouse	コウ たぐい ならぶ	KOU	TAGUI NARABU	kàng	kong3	항:0N	HANG				
U+4F0A	伊	1	1	11	イ	かれ これ ただ	6	8	亻 (にんべん)	亻尹	𡭕𠁼𠈽𦯴𠜧洢𠜰								third person pronoun; he, she, this, that	イ かれ これ ただ	I	KORE KARE TADA	yī	ji1	이:0N	I	y	伊達 伊吹 伊邪 独伊 伊達巻 伊予柑 伊達男 日独伊 伊達締め 伊和 木乃伊 日伊 伊呂波 仏伊 伊達者 男伊達 伊佐木 伊仏 伊雅 伊呂波歌 女伊達	伊達 伊吹 伊邪 独伊 伊達巻 伊万里焼 伊予柑 伊達男 日独伊 伊和 木乃伊 日伊 伊呂波 仏伊 伊達者 男伊達 伊佐木 伊仏 伊雅 伊呂波歌 女伊達	伊達 伊吹 伊邪 独伊 伊達巻 伊達男 日独伊 伊達締め 伊和 日伊 伊呂波 仏伊 伊達者 男伊達 伊佐木 伊仏 伊雅 伊呂波歌 女伊達 伊万里焼
U+4F0B	伋	1	3	0	キュウ ハ ゴウ		5	8	亻 (にんべん)	亻及	觙急								deceptive	キュウ ハ ゴウ	KYUU	KIBISHII	jí	kap1	급:0N	KUP				
U+4F0C	伌	1	0	0	アイ ア		6	8	亻 (にんべん)	亻厄	𠈊厄									アイ ア	AI A	KURUSHIMU	ài	aai3						
U+4F0D	伍	1	1	11	ゴ		6	8	亻 (にんべん)	亻五	五			五					five, company of five; troops	ゴ	GO	KUMI ITSUTSU	wǔ	ng5	오:0N	O	ngũ	伍長 落伍 隊伍 伍する	伍長 落伍 落伍者 隊伍	伍長 落伍 隊伍 伍する 落伍者
U+4F0E	伎	1	1	10	キ		6	8	亻 (にんべん)	亻支	技忮𢺵𠇞𠆸								talent, skill, ability	キ ギ シ わざ	KI GI	WAZA	jì	gei6	기:0N	KI	kĩ	歌舞伎 伎楽 伎芸 女歌舞伎 歌舞伎者 歌舞伎踊り	歌舞伎 歌舞伎界 伎楽 伎芸 女歌舞伎 歌舞伎者 伎楽面	歌舞伎 伎楽 伎芸 女歌舞伎 歌舞伎者 歌舞伎踊り 歌舞伎界 伎楽面
